My Design - Energy Use| Total,My Design - Fuel Use| Electricity: Total,My Design - Fuel Use| Natural Gas: Total,My Design - End Use| Electricity: Heating,My Design - End Use| Electricity: Heating Fans/Pumps,My Design - End Use| Electricity: Cooling,My Design - End Use| Electricity: Cooling Fans/Pumps,My Design - End Use| Electricity: Lighting Interior,My Design - End Use| Electricity: Lighting Exterior,My Design - End Use| Electricity: Mech Vent,My Design - End Use| Electricity: Refrigerator,My Design - End Use| Electricity: Dishwasher,My Design - End Use| Electricity: Clothes Washer,My Design - End Use| Electricity: Clothes Dryer,My Design - End Use| Electricity: Range/Oven,My Design - End Use| Electricity: Television,My Design - End Use| Electricity: Plug Loads,My Design - End Use| Natural Gas: Hot Water,My Design - Emissions| CO2e: BEopt: Total,My Design - Emissions| CO2e: BEopt: Electricity: Total,My Design - Emissions| CO2e: BEopt: Natural Gas: Total,My Design - Emissions| CO2e: BEopt: Electricity: Heating,My Design - Emissions| CO2e: BEopt: Electricity: Heating Fans/Pumps,My Design - Emissions| CO2e: BEopt: Electricity: Cooling,My Design - Emissions| CO2e: BEopt: Electricity: Cooling Fans/Pumps,My Design - Emissions| CO2e: BEopt: Electricity: Lighting Interior,My Design - Emissions| CO2e: BEopt: Electricity: Lighting Exterior,My Design - Emissions| CO2e: BEopt: Electricity: Mech Vent,My Design - Emissions| CO2e: BEopt: Electricity: Refrigerator,My Design - Emissions| CO2e: BEopt: Electricity: Dishwasher,My Design - Emissions| CO2e: BEopt: Electricity: Clothes Washer,My Design - Emissions| CO2e: BEopt: Electricity: Clothes Dryer,My Design - Emissions| CO2e: BEopt: Electricity: Range/Oven,My Design - Emissions| CO2e: BEopt: Electricity: Television,My Design - Emissions| CO2e: BEopt: Electricity: Plug Loads,My Design - Emissions| CO2e: BEopt: Natural Gas: Hot Water,My Design - Hot Water| Clothes Washer,My Design - Hot Water| Dishwasher,My Design - Hot Water| Fixtures,My Design - Hot Water| Distribution Waste,My Design - Load| Heating: Delivered,My Design - Load| Cooling: Delivered,My Design - Load| Hot Water: Delivered,My Design - Component Load| Heating: Roofs,My Design - Component Load| Heating: Ceilings,My Design - Component Load| Heating: Walls,My Design - Component Load| Heating: Doors,My Design - Component Load| Heating: Windows,My Design - Component Load| Heating: Slabs,My Design - Component Load| Heating: Internal Mass,My Design - Component Load| Heating: Infiltration,My Design - Component Load| Heating: Mechanical Ventilation,My Design - Component Load| Heating: Ducts,My Design - Component Load| Heating: Internal Gains,My Design - Component Load| Cooling: Roofs,My Design - Component Load| Cooling: Ceilings,My Design - Component Load| Cooling: Walls,My Design - Component Load| Cooling: Doors,My Design - Component Load| Cooling: Windows,My Design - Component Load| Cooling: Slabs,My Design - Component Load| Cooling: Internal Mass,My Design - Component Load| Cooling: Infiltration,My Design - Component Load| Cooling: Natural Ventilation,My Design - Component Load| Cooling: Mechanical Ventilation,My Design - Component Load| Cooling: Ducts,My Design - Component Load| Cooling: Internal Gains,My Design - Unmet Hours| Heating,My Design - Unmet Hours| Cooling,My Design - Temperature| Attic - Unvented,My Design - Temperature| Living Space,My Design - Temperature| Heating Setpoint,My Design - Temperature| Cooling Setpoint,My Design - Airflow| Infiltration,My Design - Airflow| Mechanical Ventilation,My Design - Airflow| Natural Ventilation,My Design - Weather| Drybulb Temperature,My Design - Weather| Wetbulb Temperature,My Design - Weather| Relative Humidity,My Design - Weather| Wind Speed,My Design - Weather| Diffuse Solar Radiation,My Design - Weather| Direct Solar Radiation
7.91,1.89,1.48,0,0,1.01,0.25,0.12,0.01,0.02,0.05,0.01,0.01,0.12,0.05,0.06,0.16,1.48,1.19501,0.9774,0.21761,0,0,0.52505,0.13098,0.06427,0.00349,0.01188,0.027,0.00662,0.00488,0.06305,0.02371,0.03135,0.08512,0.21761,0.21,0.14,1.38,0.49,0,11.79,0.77,0,0,0,0,0,0,0,0,0,0,0,-0.07,-0.52,1.4,0.07,7.24,1.38,-1.24,0.2,0,0.89,0.82,1.69,0,0,74.74,74,72,74,15.97,73.29,0,86,77.27,68,9.17,44.38,228.87
8.59,2.09,1.47,0,0,1.17,0.29,0.12,0.01,0.02,0.05,0.01,0.01,0.13,0.05,0.06,0.17,1.47,1.29809,1.08145,0.21665,0,0,0.60659,0.1486,0.06097,0.00349,0.01188,0.027,0.00567,0.00435,0.06548,0.02823,0.03208,0.0871,0.21665,0.19,0.12,1.09,0.38,0,13.29,0.61,0,0,0,0,0,0,0,0,0,0,0,-0.04,-0.23,2.59,0.07,6.3,1.58,-1.05,0.31,0,1.05,1.03,1.73,0,0,75.29,74,72,74,21.3,73.59,0,87.98,75.55,57,11.63,79.88,161.67
7.53,2.21,0,0,0,1.27,0.31,0.11,0.01,0.02,0.05,0.01,0.01,0.12,0.06,0.06,0.17,0,1.14491,1.14491,0,0,0,0.66043,0.15851,0.05933,0.00378,0.01188,0.02835,0.00485,0.00389,0.05982,0.03218,0.03281,0.08908,0,0.17,0.1,0.78,0.28,0,14.11,0.46,0,0,0,0,0,0,0,0,0,0,0,0.03,0.06,3.47,0.08,4.83,1.85,-0.67,0.35,0,1.18,1.2,1.79,0,0,75.7,74,72,74,21.18,72.89,0,89.96,75.52,52,10.29,78.3,177.2
9.36,2.31,1.46,0,0,1.38,0.33,0.11,0.01,0.02,0.05,0.01,0.01,0.1,0.05,0.06,0.17,1.46,1.41541,1.20001,0.2154,0,0,0.71809,0.16886,0.05768,0.00422,0.01188,0.02835,0.00544,0.00348,0.05416,0.02597,0.03281,0.08908,0.2154,0.15,0.11,0.67,0.24,0,14.99,0.4,0,0,0,0,0,0,0,0,0,0,0,0.08,0.25,3.83,0.08,4.82,1.79,-0.66,0.46,0,1.31,1.31,1.76,0,0,76.13,74,72,74,25.11,72.19,0,91.94,74.18,44,11.63,93.2,167.38
8.05,2.36,0,0,0,1.43,0.34,0.12,0.01,0.02,0.05,0.01,0.01,0.09,0.06,0.06,0.17,0,1.22362,1.22362,0,0,0,0.73926,0.17411,0.06097,0.00451,0.01188,0.02835,0.00425,0.00284,0.04608,0.03218,0.03208,0.0871,0,0.12,0.09,0.6,0.21,0,15.54,0.35,0,0,0,0,0,0,0,0,0,0,0,0.13,0.43,3.98,0.09,4.9,1.78,-0.63,0.4,0,1.29,1.43,1.79,0,0,76.44,74,72,74,21.95,71.18,0,91.94,74.18,44,9.17,74.49,192.73
10.04,2.52,1.46,0,0,1.54,0.36,0.13,0.01,0.02,0.05,0.01,0.01,0.1,0.05,0.06,0.18,1.46,1.51956,1.3045,0.21506,0,0,0.79947,0.18656,0.06757,0.00509,0.01188,0.02767,0.00449,0.00302,0.04931,0.02484,0.03354,0.09106,0.21506,0.13,0.09,0.58,0.2,0,16.71,0.35,0,0,0,0,0,0,0,0,0,0,0,0.15,0.48,3.96,0.09,6.43,1.49,-0.95,0.39,0,1.37,1.51,1.83,0,0,76.8,74,72,74,20.1,71.58,0,93.02,74.64,43,5.82,101.76,109.36
9.56,2.8,0,0,0,1.7,0.4,0.16,0.01,0.02,0.06,0.01,0.01,0.09,0.1,0.07,0.18,0,1.45272,1.45272,0,0,0,0.88349,0.20505,0.0824,0.0064,0.01188,0.0297,0.00449,0.0029,0.04446,0.05194,0.03499,0.09502,0,0.13,0.09,0.69,0.24,0,18.46,0.4,0,0,0,0,0,0,0,0,0,0,0,0.19,0.51,4.19,0.1,7.7,1.25,-1.15,0.55,0,1.42,1.65,2.12,0,0,76.91,74,72,74,27.15,70.98,0,93.92,75.35,43,11.63,66.57,180.37
12.01,3.09,1.47,0,0,1.82,0.42,0.21,0.02,0.02,0.06,0.01,0.01,0.08,0.16,0.07,0.2,1.47,1.81789,1.60188,0.21601,0,0,0.94439,0.22012,0.10712,0.00814,0.01188,0.0324,0.00579,0.00284,0.04365,0.08469,0.03791,0.10294,0.21601,0.12,0.12,0.9,0.32,0,19.95,0.5,0,0,0,0,0,0,0,0,0,0,0,0.23,0.45,4.58,0.09,8.37,1.13,-1.18,0.44,0,1.42,1.84,2.67,0,0,76.73,74,72,74,21.85,70.88,0,93.92,74.13,40,6.93,44.38,207.63
12.34,3.18,1.47,0,0,1.86,0.44,0.27,0.02,0.02,0.07,0.02,0.01,0.08,0.13,0.07,0.2,1.47,1.86776,1.65138,0.21638,0,0,0.96331,0.22744,0.14172,0.00931,0.01188,0.03375,0.01028,0.00284,0.04123,0.06606,0.03864,0.10492,0.21638,0.12,0.21,0.98,0.34,0,20.79,0.57,0,0,0,0,0,0,0,0,0,0,0,0.29,0.37,5.16,0.09,7.7,1.26,-0.86,0.47,0,1.35,1.96,3.06,0,0,76.44,74,72,74,24.47,70.58,0,93.02,73.84,41,10.29,23.77,193.05
10.02,2.94,0,0,0,1.65,0.41,0.33,0.02,0.02,0.06,0.03,0.01,0.08,0.07,0.07,0.19,0,1.52243,1.52243,0,0,0,0.85592,0.21281,0.17303,0.00989,0.01188,0.0324,0.01312,0.00284,0.04123,0.03388,0.03645,0.09898,0,0.12,0.27,0.96,0.34,0,19.83,0.59,0,0,0,0,0,0,0,0,0,0,0,0.34,0.26,5.69,0.09,5.81,1.63,-0.31,0.27,0,1.03,2,3.07,0,0,75.93,74,72,74,18.31,70.58,0,88.34,73.81,51,8.95,14.9,140.43
10.09,2.53,1.47,0,0,1.34,0.35,0.35,0.02,0.02,0.06,0.02,0.01,0.08,0.04,0.07,0.18,1.47,1.52661,1.3102,0.21642,0,0,0.6927,0.17986,0.18127,0.01018,0.01188,0.03172,0.01064,0.00284,0.04203,0.01976,0.03426,0.09304,0.21642,0.12,0.22,0.96,0.34,0,17.06,0.57,0,0,0,0,0,0,0,0,0,0,0,0.42,0.2,6.02,0.09,1.39,2.5,0.79,0.11,0,0.71,1.84,3,0,0,75.38,74,72,74,11.09,70.68,0,83.84,73.23,61,6.04,5.07,15.53
8.69,2.12,1.47,0,0,1.1,0.29,0.25,0.02,0.02,0.06,0.02,0.01,0.08,0.03,0.06,0.17,1.47,1.31296,1.09676,0.2162,0,0,0.57169,0.15219,0.13019,0.00945,0.01188,0.03105,0.00792,0.00273,0.04365,0.01412,0.03281,0.08908,0.2162,0.12,0.16,0.95,0.34,0,14.61,0.54,0,0,0,0,0,0,0,0,0,0,0,0.43,0.01,5.36,0.06,0.27,2.63,1.09,0.06,0,0.51,1.53,2.67,0,0,74.94,74,72,74,8.4,70.88,0,80.96,72.44,67,6.26,0,0
5.86,1.72,0,0,0,0.94,0.25,0.13,0.02,0.02,0.06,0.01,0,0.07,0.02,0.06,0.15,0,0.89097,0.89097,0,0,0,0.48556,0.12977,0.06592,0.00814,0.01188,0.0297,0.0052,0.00186,0.03557,0.00903,0.02916,0.07918,0,0.08,0.11,0.66,0.23,0,12.52,0.38,0,0,0,0,0,0,0,0,0,0,0,0.41,-0.16,4.18,0.03,0.19,2.75,1.21,0.05,0,0.44,1.28,2.15,0,0,74.48,74,72,74,7.81,69.88,0,80.06,71.92,68,6.49,0,0
5.87,1.4,1.11,0,0,0.79,0.21,0.06,0.01,0.02,0.05,0.01,0,0.04,0.01,0.05,0.14,1.11,0.88645,0.72338,0.16307,0,0,0.4096,0.10996,0.02966,0.00683,0.01188,0.02767,0.00366,0.00099,0.0194,0.00621,0.02625,0.07126,0.16307,0.04,0.08,0.49,0.17,0,10.66,0.27,0,0,0,0,0,0,0,0,0,0,0,0.38,-0.29,3.01,0.01,0.14,2.85,1.27,0.04,0,0.36,1.06,1.82,0,0,74.09,74,72,74,7.79,67.88,0,79.16,71.92,71,7.16,0,0
4.41,1.19,0.35,0,0,0.68,0.18,0.04,0.01,0.02,0.05,0,0,0.02,0.01,0.05,0.13,0.35,0.66925,0.61797,0.05128,0,0,0.35007,0.0943,0.02027,0.00596,0.01188,0.027,0.00178,0.00052,0.00808,0.00398,0.02533,0.06878,0.05128,0.02,0.04,0.25,0.09,0,9.16,0.14,0,0,0,0,0,0,0,0,0,0,0,0.34,-0.39,2.07,0.01,0.07,2.88,1.22,0.03,0,0.3,0.88,1.74,0,0,73.84,74,72,74,7.23,66.48,0,78.44,71.8,73,7.16,0,0
3.64,1.07,0,0,0,0.6,0.16,0.03,0.01,0.02,0.05,0,0,0.01,0.01,0.05,0.13,0,0.55265,0.55265,0,0,0,0.30998,0.08325,0.01689,0.00551,0.01188,0.02632,0.00083,0.00041,0.00485,0.00398,0.02388,0.06485,0,0.02,0.02,0.11,0.04,0,8.09,0.07,0,0,0,0,0,0,0,0,0,0,0,0.3,-0.45,1.39,0,0.07,2.88,1.12,0.03,0,0.3,0.75,1.69,0,0,73.68,74,72,74,6.78,66.07,0,78.44,71.53,72,6.71,0,0
3.32,0.97,0,0,0,0.53,0.14,0.03,0.01,0.02,0.05,0,0,0.01,0,0.04,0.12,0,0.50382,0.50382,0,0,0,0.27701,0.07449,0.01689,0.00551,0.01188,0.02565,0.00059,0.00023,0.00323,0.00227,0.02316,0.06289,0,0.01,0.01,0.07,0.02,0,7.23,0.04,0,0,0,0,0,0,0,0,0,0,0,0.26,-0.48,0.92,0,0.03,2.88,1.02,0.02,0,0.28,0.65,1.66,0,0,73.57,74,72,74,5.61,65.87,0,78.08,71.2,72,5.82,0,0
4.49,0.89,1.45,0,0,0.48,0.13,0.03,0.01,0.02,0.05,0,0,0,0,0.04,0.12,1.45,0.67554,0.46221,0.21333,0,0,0.24828,0.06712,0.01689,0.00522,0.01188,0.02497,0.00036,0.00023,0.00162,0.00227,0.02244,0.06092,0.21333,0.01,0.01,0.12,0.04,0,6.52,0.06,0,0,0,0,0,0,0,0,0,0,0,0.22,-0.5,0.6,0,-0.06,2.88,0.92,0.01,0,0.23,0.58,1.63,0,0,73.49,74,72,74,3.95,65.67,0,77.36,70.8,73,4.47,0,0
2.88,0.84,0,0,0,0.43,0.12,0.04,0.01,0.02,0.05,0,0,0.01,0.01,0.04,0.12,0,0.43781,0.43781,0,0,0,0.22297,0.06083,0.01858,0.00522,0.01188,0.0243,0.00036,0.00041,0.00323,0.00398,0.02316,0.06289,0,0.02,0.01,0.32,0.11,0,5.91,0.16,0,0,0,0,0,0,0,0,0,0,0,0.19,-0.51,0.36,-0.01,-0.18,2.89,0.84,0.01,0,0.15,0.52,1.65,0,0,73.41,74,72,74,2.45,65.87,0,76.28,70.32,75,3.58,0,0
4.28,0.82,1.47,0,0,0.38,0.11,0.06,0.01,0.02,0.05,0,0,0.01,0.01,0.05,0.13,1.47,0.64287,0.42645,0.21641,0,0,0.19769,0.0547,0.0304,0.00581,0.01188,0.0243,0.00119,0.00064,0.00485,0.00625,0.02388,0.06485,0.21641,0.03,0.02,1.2,0.42,0,5.32,0.58,0,0,0,0,0,0,0,0,0,0,0,0.16,-0.52,0.17,-0.01,-0.34,2.9,0.79,0,0,0.04,0.47,1.66,0,0,73.33,74,72,74,0.73,66.07,0,74.66,69.56,78,2.68,0,0
4.45,0.86,1.5,0,0,0.34,0.09,0.1,0.01,0.02,0.05,0,0,0.02,0.03,0.05,0.14,1.5,0.66919,0.44833,0.22087,0,0,0.1743,0.04897,0.05067,0.00656,0.01188,0.02565,0.00238,0.00128,0.01293,0.01421,0.02678,0.07271,0.22087,0.06,0.05,2.71,0.95,0,4.77,1.3,0,0,0,0,0,0,0,0,0,0,0,0.13,-0.54,-0.03,-0.01,-0.51,2.91,0.74,0,0,-0.08,0.42,1.75,0,0,73.24,74,72,74,0.93,67.08,0,72.86,68.83,82,2.01,0,0
5.26,1.1,1.5,0,0,0.44,0.12,0.12,0.01,0.02,0.05,0.01,0.01,0.05,0.05,0.06,0.16,1.5,0.79206,0.57098,0.22109,0,0,0.22987,0.0627,0.06419,0.00611,0.01188,0.027,0.00369,0.00285,0.02587,0.02387,0.0304,0.08254,0.22109,0.13,0.08,2.69,0.95,0,6.04,1.32,0,0,0,0,0,0,0,0,0,0,0,0.04,-0.79,-0.73,-0.01,3.44,2.03,-0.37,0.01,0,0.16,0.37,1.91,0,0,73.42,74,72,74,2.19,68.68,0,76.28,70.07,74,3.13,16.48,91.93
6.21,1.38,1.49,0,0,0.63,0.17,0.13,0.01,0.02,0.05,0.01,0.01,0.07,0.05,0.06,0.16,1.49,0.93718,0.71724,0.21993,0,0,0.32646,0.08562,0.06925,0.00462,0.01188,0.02767,0.0069,0.00425,0.0388,0.02615,0.03112,0.0845,0.21993,0.19,0.14,2.19,0.77,0,8.13,1.13,0,0,0,0,0,0,0,0,0,0,0,-0.03,-0.85,-0.75,0.03,6.63,1.52,-1.11,0.05,0,0.48,0.48,1.73,0,0,73.7,74,72,74,7.14,70.28,0,80.6,70.97,63,4.92,25.36,190.83
7.24,1.69,1.48,0,0,0.85,0.21,0.13,0.01,0.02,0.05,0.01,0.01,0.11,0.05,0.06,0.16,1.48,1.09286,0.87423,0.21863,0,0,0.44029,0.11078,0.06925,0.00373,0.01188,0.02767,0.00773,0.00501,0.05497,0.02728,0.03112,0.0845,0.21863,0.22,0.16,1.7,0.6,0,10.36,0.92,0,0,0,0,0,0,0,0,0,0,0,-0.06,-0.72,0.21,0.06,7.59,1.39,-1.34,0.14,0,0.8,0.66,1.7,0,0,74.22,74,72,74,12.7,72.29,0,84.92,71.61,53,6.93,45.33,204.15
7.94,1.89,1.48,0,0,1.02,0.25,0.13,0.01,0.02,0.05,0.01,0.01,0.12,0.05,0.06,0.16,1.48,1.20006,0.98244,0.21762,0,0,0.5287,0.1313,0.06588,0.00358,0.01188,0.027,0.00666,0.00489,0.06305,0.02387,0.03112,0.0845,0.21762,0.21,0.14,1.38,0.49,0,12.22,0.77,0,0,0,0,0,0,0,0,0,0,0,-0.06,-0.47,1.65,0.08,7.3,1.41,-1.29,0.17,0,0.93,0.87,1.69,0,0,74.86,74,72,74,13.35,73.29,0,86.54,71.96,50,5.82,52.3,216.19
8.6,2.09,1.47,0,0,1.17,0.29,0.12,0.01,0.02,0.05,0.01,0.01,0.13,0.05,0.06,0.17,1.47,1.30006,1.08341,0.21665,0,0,0.60768,0.14848,0.0625,0.00358,0.01188,0.027,0.00571,0.00437,0.06548,0.02842,0.03185,0.08647,0.21665,0.19,0.12,1.08,0.38,0,13.79,0.61,0,0,0,0,0,0,0,0,0,0,0,-0.03,-0.14,2.97,0.08,6.46,1.54,-1.11,0.21,0,1.07,1.07,1.74,0,0,75.56,74,72,74,14.42,73.59,0,88.34,72.74,48,4.47,57.69,220
7.53,2.21,0,0,0,1.27,0.31,0.12,0.01,0.02,0.05,0.01,0.01,0.12,0.06,0.06,0.17,0,1.14357,1.14357,0,0,0,0.65838,0.15828,0.06081,0.00388,0.01188,0.02835,0.00488,0.0039,0.05982,0.0324,0.03257,0.08843,0,0.17,0.1,0.79,0.28,0,14.7,0.46,0,0,0,0,0,0,0,0,0,0,0,0.04,0.25,4.01,0.08,4.82,1.81,-0.75,0.26,0,1.18,1.27,1.8,0,0,76.22,74,72,74,15.8,72.89,0,89.96,72.95,45,3.36,58.33,242.82
9.2,2.27,1.46,0,0,1.34,0.32,0.11,0.01,0.02,0.05,0.01,0.01,0.1,0.05,0.06,0.17,1.46,1.39058,1.17517,0.21541,0,0,0.69515,0.16607,0.05912,0.00432,0.01188,0.02835,0.00547,0.00349,0.05416,0.02615,0.03257,0.08843,0.21541,0.15,0.11,0.66,0.23,0,15.48,0.4,0,0,0,0,0,0,0,0,0,0,0,0.1,0.59,4.59,0.09,4.42,1.78,-0.71,0.28,0,1.21,1.4,1.77,0,0,76.94,74,72,74,16.63,72.19,0,90.68,73.15,44,3.36,82.42,214.29
8.14,2.39,0,0,0,1.44,0.34,0.12,0.01,0.02,0.05,0.01,0.01,0.09,0.06,0.06,0.17,0,1.23737,1.23737,0,0,0,0.74793,0.17816,0.0625,0.00462,0.01188,0.02835,0.00428,0.00285,0.04608,0.0324,0.03185,0.08647,0,0.13,0.09,0.6,0.21,0,16.68,0.35,0,0,0,0,0,0,0,0,0,0,0,0.16,0.82,4.72,0.1,5.43,1.58,-0.95,0.3,0,1.23,1.54,1.79,0,0,77.56,74,72,74,17.34,71.18,0,91.22,73.19,43,3.36,103.34,175.62
10.19,2.56,1.46,0,0,1.57,0.37,0.13,0.01,0.02,0.05,0.01,0.01,0.1,0.05,0.06,0.17,1.46,1.54138,1.3263,0.21507,0,0,0.81372,0.19299,0.06925,0.00522,0.01188,0.02767,0.00452,0.00303,0.04931,0.02501,0.03329,0.0904,0.21507,0.13,0.09,0.57,0.2,0,18.14,0.35,0,0,0,0,0,0,0,0,0,0,0,0.23,0.96,4.85,0.1,6.6,1.42,-1.11,0.33,0,1.29,1.71,1.84,0,0,77.85,74,72,74,18.02,71.58,0,91.94,73.36,42,3.36,102.71,127.75
9.41,2.76,0,0,0,1.65,0.4,0.16,0.01,0.02,0.06,0.01,0.01,0.09,0.1,0.07,0.18,0,1.42972,1.42972,0,0,0,0.8579,0.20597,0.08446,0.00656,0.01188,0.0297,0.00452,0.00291,0.04446,0.05229,0.03474,0.09433,0,0.13,0.09,0.7,0.25,0,19.49,0.4,0,0,0,0,0,0,0,0,0,0,0,0.29,0.94,5.17,0.11,7.36,1.29,-1.16,0.32,0,1.23,1.89,2.13,0,0,77.78,74,72,74,18.25,70.98,0,91.22,73.57,44,5.59,81.15,157.55
11.68,2.99,1.47,0,0,1.73,0.42,0.21,0.02,0.02,0.06,0.01,0.01,0.08,0.16,0.07,0.2,1.47,1.76731,1.55129,0.21603,0,0,0.8946,0.21685,0.10979,0.00835,0.01188,0.0324,0.00583,0.00285,0.04365,0.08526,0.03764,0.10219,0.21603,0.13,0.12,0.89,0.31,0,20.64,0.5,0,0,0,0,0,0,0,0,0,0,0,0.35,0.82,5.53,0.1,7.42,1.3,-1.02,0.33,0,1.19,2.01,2.68,0,0,77.46,74,72,74,19.59,70.88,0,90.68,73.52,45,8.05,62.45,153.43
12.02,3.09,1.47,0,0,1.77,0.43,0.28,0.02,0.02,0.07,0.02,0.01,0.08,0.13,0.07,0.2,1.47,1.81972,1.60335,0.21638,0,0,0.91522,0.22424,0.14527,0.00954,0.01188,0.03375,0.01035,0.00285,0.04123,0.06651,0.03836,0.10416,0.21638,0.13,0.21,0.97,0.34,0,21.47,0.57,0,0,0,0,0,0,0,0,0,0,0,0.4,0.6,5.73,0.09,7.65,1.26,-0.84,0.35,0,1.13,2.09,3.08,0,0,76.91,74,72,74,21.58,70.58,0,89.96,73.68,47,10.29,26.94,198.44
9.73,2.85,0,0,0,1.57,0.4,0.34,0.02,0.02,0.06,0.03,0.01,0.08,0.07,0.07,0.19,0,1.47859,1.47859,0,0,0,0.81384,0.20714,0.17736,0.01013,0.01188,0.0324,0.01321,0.00285,0.04123,0.03411,0.03619,0.09826,0,0.13,0.27,0.97,0.34,0,20.1,0.59,0,0,0,0,0,0,0,0,0,0,0,0.46,0.42,6,0.09,5.05,1.86,-0.04,0.21,0,0.88,2.1,3.09,0,0,76.14,74,72,74,16.69,70.58,0,86.36,72.48,52,9.17,16.48,114.12
9.89,2.47,1.47,0,0,1.28,0.34,0.36,0.02,0.02,0.06,0.02,0.01,0.08,0.04,0.07,0.18,1.47,1.49646,1.28003,0.21643,0,0,0.66347,0.17485,0.1858,0.01043,0.01188,0.03172,0.01071,0.00285,0.04203,0.01989,0.03402,0.09237,0.21643,0.13,0.22,0.96,0.34,0,17.15,0.57,0,0,0,0,0,0,0,0,0,0,0,0.52,0.27,6.02,0.08,1.07,2.61,0.97,0.1,0,0.62,1.88,3.02,0,0,75.48,74,72,74,11.74,70.68,0,82.58,70.9,57,8.05,4.44,10.78
8.43,2.04,1.47,0,0,1.03,0.28,0.26,0.02,0.02,0.06,0.02,0.01,0.08,0.03,0.06,0.17,1.47,1.27423,1.05803,0.2162,0,0,0.53644,0.14596,0.13344,0.00969,0.01188,0.03105,0.00797,0.00274,0.04365,0.01421,0.03257,0.08843,0.2162,0.12,0.16,0.94,0.33,0,14.46,0.54,0,0,0,0,0,0,0,0,0,0,0,0.51,0.04,5.18,0.05,0.09,2.73,1.23,0.04,0,0.36,1.54,2.69,0,0,74.95,74,72,74,7.15,70.88,0,78.98,69.26,62,6.93,0,0
5.56,1.63,0,0,0,0.86,0.24,0.13,0.02,0.02,0.06,0.01,0,0.07,0.02,0.06,0.15,0,0.84486,0.84486,0,0,0,0.44587,0.12218,0.06757,0.00835,0.01188,0.0297,0.00523,0.00186,0.03557,0.00909,0.02895,0.07861,0,0.08,0.11,0.67,0.24,0,12.17,0.38,0,0,0,0,0,0,0,0,0,0,0,0.48,-0.15,3.94,0.02,-0.04,2.86,1.35,0.02,0,0.27,1.26,2.16,0,0,74.45,74,72,74,4.69,69.88,0,77.72,69.26,66,5.37,0,0
5.87,1.29,1.46,0,0,0.71,0.2,0.06,0.01,0.02,0.05,0.01,0,0.04,0.01,0.05,0.14,1.46,0.88555,0.67097,0.21458,0,0,0.36571,0.10116,0.0304,0.007,0.01188,0.02767,0.00369,0.00099,0.0194,0.00625,0.02606,0.07075,0.21458,0.04,0.08,0.48,0.17,0,10.13,0.27,0,0,0,0,0,0,0,0,0,0,0,0.44,-0.3,2.75,0.01,-0.17,2.96,1.41,0.01,0,0.16,1.03,1.82,0,0,74.04,74,72,74,2.49,67.88,0,76.28,69.03,70,3.8,0,0
3.69,1.08,0,0,0,0.58,0.16,0.04,0.01,0.02,0.05,0,0,0.02,0.01,0.05,0.13,0,0.56026,0.56026,0,0,0,0.30234,0.08432,0.02027,0.00596,0.01188,0.027,0.00178,0.00052,0.00808,0.00398,0.02533,0.06878,0,0.02,0.04,0.25,0.09,0,8.47,0.14,0,0,0,0,0,0,0,0,0,0,0,0.4,-0.41,1.79,0,-0.34,3.01,1.38,0,0,0.07,0.84,1.74,0,0,73.74,74,72,74,0.88,66.48,0,75.02,68.91,74,2.24,0,0
3.18,0.93,0,0,0,0.49,0.14,0.03,0.01,0.02,0.05,0,0,0.01,0.01,0.05,0.13,0,0.48294,0.48294,0,0,0,0.25249,0.07103,0.01689,0.00551,0.01188,0.02632,0.00083,0.00041,0.00485,0.00398,0.02388,0.06485,0,0.02,0.02,0.11,0.04,0,7.16,0.07,0,0,0,0,0,0,0,0,0,0,0,0.35,-0.49,1.06,-0.01,-0.44,3.03,1.3,0,0,-0.02,0.69,1.69,0,0,73.49,74,72,74,0.47,66.07,0,73.76,68.48,77,2.68,0,0
2.79,0.82,0,0,0,0.41,0.12,0.03,0.01,0.02,0.05,0,0,0.01,0,0.04,0.12,0,0.42359,0.42359,0,0,0,0.21123,0.06004,0.01689,0.00551,0.01188,0.02565,0.00059,0.00023,0.00323,0.00227,0.02316,0.06289,0,0.01,0.01,0.07,0.02,0,6.06,0.04,0,0,0,0,0,0,0,0,0,0,0,0.3,-0.55,0.5,-0.02,-0.56,3.06,1.22,0,0,-0.12,0.57,1.66,0,0,73.29,74,72,74,1.66,65.87,0,72.32,68.08,81,2.91,0,0
3.92,0.73,1.45,0,0,0.34,0.1,0.03,0.01,0.02,0.05,0,0,0,0,0.04,0.12,1.45,0.58933,0.37597,0.21336,0,0,0.17809,0.05107,0.01689,0.00522,0.01188,0.02497,0.00036,0.00023,0.00162,0.00227,0.02244,0.06092,0.21336,0.01,0.01,0.12,0.04,0,5.16,0.06,0,0,0,0,0,0,0,0,0,0,0,0.25,-0.59,0.07,-0.02,-0.67,3.08,1.15,-0.01,0,-0.2,0.48,1.64,0,0,73.14,74,72,74,3.01,65.67,0,71.06,67.58,84,3.36,0,0
